ID,Borrower Lat,Borrower Lng,Lender Lat,Lender Lng
637,51.516,-0.13,51.509,-0.145
638,51.552,-0.141,51.555,-0.233
639,51.459,-0.196,51.461,-0.225
640,51.539,-0.899,51.509,-0.075
641,51.547,0.123,51.52,-0.101
642,51.525,-0.083,51.506,-0.253
643,51.547,0.123,51.498,-0.021
644,51.525,-0.082,51.518,-0.179
645,51.572,0.0934,51.397,-2.39
646,51.47,-0.224,51.45,-0.196
647,51.479,-0.078,51.547,0.0074
648,51.536,-0.197,51.519,-0.099
649,51.52,-0.017,51.513,-0.014
650,51.554,-0.066,50.991,-3.097
651,51.516,-0.234,51.509,-0.145
652,51.6,-0.009,51.609,-0.176
653,51.511,-0.319,51.45,-0.196
654,51.545,-0.087,51.461,-0.115
655,51.406,-0.096,51.476,-0.056
656,51.527,-0.082,51.461,-0.115
657,51.452,-0.251,51.498,-0.237
658,51.526,-0.066,51.519,-0.042
659,51.545,-0.087,51.53,-0.063
660,51.441,0.3669,51.589,-0.108
661,51.525,-0.135,51.51,-0.136
662,51.525,-0.135,51.494,0.0552
663,51.513,-0.32,51.375,-0.08
664,50.948,-2.518,51.525,-0.083
665,40.758,-73.98,51.498,-0.132
666,51.119,-0.163,51.497,-0.281
667,51.495,-0.095,51.513,-0.232
668,51.461,-0.115,51.452,0.0157
669,51.544,-0.022,51.535,-0.056
670,51.479,-0.179,51.511,-0.319
671,51.563,-0.375,51.555,-0.233
672,51.601,0.4433,51.497,-0.183
673,51.513,-0.307,51.23,6.726
674,51.474,-0.059,51.585,-0.027
675,51.474,-0.059,51.585,-0.027
676,51.474,-0.059,51.585,-0.027
677,51.521,0.0024,51.43,-0.093
678,51.554,-0.066,51.536,-0.071
679,52.044,-0.744,51.498,-0.021
680,51.459,-0.137,51.537,-0.09
681,51.554,-0.066,51.43,-0.093
682,51.474,0.0464,51.491,-0.093
683,51.767,-0.423,51.536,-0.066
684,51.554,-0.066,51.536,-0.071
685,51.525,-0.083,51.476,-0.026
686,51.527,-0.082,51.464,-0.056
687,51.53,0.011,51.538,-0.142
688,51.44,-0.189,51.487,-0.06
689,51.445,-0.11,51.555,-0.057
690,51.608,0.108,51.487,-0.097
691,51.516,-0.133,51.519,-0.042
692,51.465,-0.18,51.461,-0.203
693,51.532,-0.006,51.544,-0.052
694,51.471,-0.164,51.509,-0.145
695,51.473,-0.07,51.465,-0.038
696,51.523,-0.075,51.519,-0.042
697,51.495,-0.095,51.532,-0.096
698,51.554,0.0175,51.55,0.0323
699,51.516,-0.301,51.541,-0.088
700,51.352,-0.01,51.498,-0.021
701,51.56,-0.074,51.521,-0.087
702,51.618,-0.054,51.527,-0.103
703,51.392,-0.134,51.504,-0.199
704,51.52,-0.091,51.487,-0.097
705,51.468,-0.093,51.498,-0.021
706,50.729,-1.846,51.523,-0.045
707,51.535,-0.056,51.513,-0.115
708,51.535,-0.056,51.521,-0.011
709,51.523,-0.014,51.509,-0.145
710,51.557,-0.319,51.513,-0.029
711,51.483,0.0351,51.519,-0.016
712,51.497,-0.017,51.532,-0.088
713,51.536,-0.059,51.553,-0.039
714,51.541,-0.088,41.334,36.262
715,51.473,-0.211,51.463,-0.209
716,51.51,0.1288,51.532,-0.09
717,51.467,-0.22,51.444,-0.206
718,51.403,-0.112,51.509,-0.145
719,51.492,-0.102,51.522,-0.139
720,51.587,-0.079,51.524,-0.094
721,51.582,-0.146,51.532,-0.096
722,51.582,-0.146,51.532,-0.096
723,51.392,-0.134,51.504,-0.199
724,51.475,-0.01,51.537,-0.103
725,51.497,-0.569,51.498,-0.021
726,51.571,-0.023,52.564,-1.819
727,51.392,-0.134,51.463,-0.183
728,51.583,-0.226,51.556,0.0159
729,51.392,-0.134,51.476,-0.109
730,51.47,-0.067,51.461,-0.115
731,51.338,-0.434,51.525,-0.105
732,51.403,-0.112,51.522,-0.2
733,51.579,-0.03,51.498,-0.021
734,51.441,-0.001,51.487,-0.097
735,51.449,-0.029,51.458,-0.19
736,51.504,-0.097,51.506,-0.042
737,51.446,-0.187,51.478,-0.096
738,51.444,-0.019,51.515,-0.175
739,51.521,-0.161,51.498,-0.021
740,51.626,-0.139,51.489,-0.046
741,51.525,-0.13,51.556,-0.138
742,51.532,-0.022,51.513,-0.115
743,51.532,-0.022,51.513,-0.115
744,51.524,-0.302,51.499,-0.088
745,51.476,-0.037,51.584,-0.106
746,51.476,-0.037,51.584,-0.106
747,51.585,-2.991,51.517,-0.071
748,51.511,-0.319,51.479,-0.179
749,51.54,-0.001,51.375,-0.08
750,51.53,-0.044,51.512,-0.066
751,51.542,-0.907,51.523,-0.045
752,51.547,-0.045,51.442,-0.348
753,51.587,-0.119,51.598,-0.071
754,51.582,-0.116,51.571,-0.123
755,51.496,-0.025,51.49,-0.163
756,51.532,0.0129,51.498,-0.021
757,51.53,-0.217,51.533,-0.08
758,51.544,-0.047,51.516,-0.13
759,18.662,-68.42,51.502,-0.102
760,51.531,-0.199,51.51,-0.136
761,51.519,-0.098,51.52,-0.101
762,51.544,-0.077,51.567,-0.129
763,51.512,-0.089,51.536,-0.141
764,51.447,-0.125,51.441,-0.128
765,51.47,-0.067,51.378,-0.28
766,51.371,-0.108,51.501,-0.179
767,52.454,-1.773,51.524,0.06
768,51.53,-0.02,51.476,-0.037
769,51.405,-0.3,51.465,-0.038
770,51.53,-0.02,51.509,-0.276
771,51.112,-4.176,51.598,-0.071
772,51.802,-1.074,51.478,-0.096
773,51.5,-0.116,51.524,-0.318
774,51.487,0.0215,51.576,-0.005
775,51.554,-0.12,51.535,-0.054
776,51.558,-0.142,51.525,-0.082
777,51.506,-0.149,51.554,-0.098
778,51.493,-0.048,51.424,-0.058
779,51.549,-0.088,51.553,-0.045
780,51.42,-0.175,51.461,-0.225
781,51.525,-0.076,51.509,-0.145
782,51.525,-0.076,51.509,-0.145
783,51.525,-0.076,51.509,-0.145
784,51.547,-0.086,51.536,-0.071
785,51.539,-0.057,51.543,-0.057
786,51.535,-0.104,51.581,-0.112
787,51.535,-0.104,51.581,-0.112
788,51.535,-0.104,51.581,-0.112
789,6.5789,3.3216,51.595,-0.251
790,51.535,-0.104,51.581,-0.112
791,51.491,-0.089,51.535,-0.056
792,51.404,-0.086,51.579,-0.003
793,51.551,-0.075,51.541,-0.088
794,51.507,-0.137,51.532,-0.096
795,51.514,-0.072,51.516,-0.103
796,51.513,-0.114,50.82,-0.135
797,52.966,-2.817,51.591,0.0301
798,51.588,-0.035,51.532,-0.096
799,51.571,-0.113,51.513,-0.029
800,51.516,-0.213,51.543,-0.14
801,51.516,-0.213,51.543,-0.14
802,51.516,-0.213,51.543,-0.14
803,51.516,-0.213,51.543,-0.14
804,52.918,-1.5,51.378,-0.28
805,51.495,-0.192,51.628,-0.247
806,51.445,-0.11,51.543,-0.122
807,51.445,-0.11,51.543,-0.122
808,51.57,0.014,51.475,0.0723
809,51.577,0.062,51.587,-0.039
810,51.495,-0.095,51.513,-0.228
811,51.607,-0.191,51.527,-0.035
812,51.404,-0.086,51.488,-0.109
813,-8.775,115.17,51.397,0.5539
814,51.505,-0.089,51.509,-0.145
815,51.505,-0.089,51.509,-0.145
816,51.507,-0.143,51.532,-0.139
817,51.606,-0.42,51.532,-0.096
818,51.463,-0.096,51.537,-0.206
819,51.501,-0.128,51.463,-0.107
820,51.506,-0.005,51.498,-0.021
821,51.535,-0.056,51.513,-0.115
822,51.537,-0.084,51.498,-0.021
823,51.504,-0.245,51.524,-0.318
824,51.501,-0.711,51.508,-0.306
825,51.413,-0.033,51.461,-0.115
826,51.476,-0.037,42.961,9.4512
827,51.476,-0.037,51.378,-0.28
828,51.491,-0.24,51.486,-0.224
829,51.52,-0.119,51.52,-0.119
830,51.489,-0.255,51.509,-0.145
831,51.54,-0.044,52.217,-1.505
832,51.57,-0.076,51.527,-0.091
833,51.398,-0.095,52.217,-1.505
834,51.539,-0.094,51.525,-0.083
835,52.044,-0.744,51.524,-0.318
836,52.044,-0.744,51.524,-0.318
837,51.528,-0.076,51.519,-0.099
838,51.613,-0.092,51.474,-0.12
839,51.459,-0.136,51.471,-0.129
840,51.512,-0.129,51.485,-0.093
841,51.52,-0.119,51.52,-0.119
842,51.525,-0.103,51.522,-0.147
843,51.484,-0.065,51.481,-0.197
844,51.535,-0.06,51.519,-0.125
845,51.585,-0.169,51.582,-0.122
846,51.499,-0.088,51.579,-0.003
847,51.514,-0.12,51.519,-0.099
848,51.586,0.0213,51.461,-0.115
849,51.586,0.0213,51.62,-0.079
850,51.586,0.0213,51.461,-0.115
851,51.445,-0.127,51.53,-0.284
852,51.547,-0.023,51.378,-0.28
853,51.577,0.0858,51.551,-0.17
854,51.528,-0.076,51.519,-0.099
855,51.532,-0.096,51.586,-0.253
856,51.493,0.0602,51.43,-0.093
857,51.557,-0.089,51.545,-0.075
858,51.516,-0.213,51.543,-0.14
859,51.434,-0.129,51.519,-0.042
860,51.434,-0.129,51.519,-0.042
861,51.494,-0.188,51.531,-0.222
862,51.523,-0.075,51.52,-0.101
863,51.613,-0.092,51.486,-0.224
864,51.544,-0.029,51.591,0.0301
865,51.405,-0.165,51.519,-0.125
866,51.495,0.0132,51.498,-0.021
867,51.499,-0.077,51.524,-0.318
868,51.471,-0.487,51.57,-0.109
869,51.475,-0.028,51.499,-0.023
870,51.483,-0.055,51.519,-0.042
871,51.532,-0.096,51.541,-0.064
872,51.471,-0.487,51.57,-0.109
873,51.537,-0.076,51.556,-0.138
874,51.523,-0.048,51.617,-0.112
875,51.553,-0.066,51.427,-0.195
876,51.554,-0.056,57.138,-2.22
877,51.544,-0.047,51.516,-0.13
878,51.495,-0.133,51.569,-0.001
879,51.507,-0.143,51.548,0.0605
880,51.507,-0.11,51.596,-0.067
881,51.532,-0.094,51.533,-0.095
882,51.546,-0.293,51.53,-0.063
883,51.528,-0.09,51.524,-0.094
884,51.574,-0.076,40.757,-73.97
885,51.433,-0.093,51.459,-0.073
886,51.433,-0.093,51.459,-0.073
887,51.523,-0.083,51.487,-0.097
888,51.477,-0.143,51.479,-0.179
889,51.477,-0.143,51.463,-0.107
890,51.48,-0.019,51.523,-0.045
891,51.514,-0.104,51.484,-0.182
892,51.491,-0.089,51.535,-0.056
893,51.464,-0.169,51.532,-0.096
894,51.585,-0.169,51.582,-0.122
895,51.557,-0.089,51.523,-0.045
896,51.557,-0.089,51.545,-0.075
897,51.532,0.0129,51.498,-0.021
898,51.475,-0.024,51.463,-0.107
899,51.526,-0.036,51.519,-0.068
900,51.55,0.0942,51.487,-0.097
901,51.475,-0.024,51.537,-0.103
902,51.446,-0.046,41.709,44.802
903,51.475,-0.024,51.487,-0.097
904,51.475,-0.024,51.495,-0.221
905,51.543,-0.206,51.509,-0.145
906,51.544,-0.035,40.723,-73.99
907,52.992,-1.105,34.754,32.422
908,51.528,-0.084,51.527,-0.091
909,51.587,-0.079,51.475,0.0723
910,51.532,-0.094,51.533,-0.095
911,51.47,-0.067,51.509,-0.145
912,53.397,-3.097,51.519,-0.042
913,51.784,-0.08,51.569,-0.001
914,51.552,-0.07,51.534,-0.064
915,51.552,-0.07,51.452,0.0157
916,51.392,-0.303,51.509,-0.145
917,51.495,0.0142,51.523,-0.098
918,51.442,-0.042,51.531,-0.089
919,51.475,-0.024,51.444,-0.057
920,51.518,-0.184,51.524,-0.318
921,51.405,-0.173,51.52,-0.134
922,51.543,-0.071,51.541,-0.064
923,51.543,-0.071,51.541,-0.064
924,51.543,-0.071,51.541,-0.064
925,51.543,-0.071,51.541,-0.064
926,51.515,-0.037,51.506,-0.218
927,34.754,32.422,51.512,-0.032
928,51.543,-0.071,51.545,-0.075
929,51.525,-0.187,51.509,-0.145
930,51.49,-0.094,51.485,-0.093
931,51.237,-0.169,52.039,-0.769
932,51.514,-0.12,51.519,-0.099
933,51.516,-0.213,51.543,-0.14
934,51.551,-0.241,51.628,-0.247
935,51.442,-0.042,51.516,-0.06
936,51.464,-0.057,51.487,-0.097
937,51.535,-0.056,51.534,-0.064
938,51.495,0.0142,51.507,-0.073
939,51.516,-0.213,51.543,-0.14
940,51.516,-0.213,51.543,-0.14
941,51.535,-0.056,51.521,-0.011
942,51.516,-0.213,51.543,-0.14
943,51.532,-0.268,51.476,-0.026
944,51.495,0.0142,-35.04,138.6
945,51.237,-0.169,51.509,-0.145
946,51.48,-0.268,51.515,-0.129
947,51.477,-0.081,51.889,0.2615
948,51.477,-0.081,51.509,-0.145
949,51.583,-0.063,51.583,-0.063
950,51.577,0.0855,51.551,-0.17
951,51.542,-0.003,51.498,-0.021
952,51.563,-0.068,51.546,-0.029
953,51.506,-0.546,51.567,-0.122
954,51.495,0.0142,51.514,-0.131
955,43.292,-1.866,51.504,-0.129
956,51.514,0.0079,51.536,-0.094
957,51.516,-0.213,51.543,-0.14
958,51.511,-0.288,51.544,-0.113
959,51.506,-0.261,51.43,-0.093
960,51.469,-0.503,51.523,-0.045
961,51.588,-0.059,51.546,-0.064
962,51.407,-0.192,51.478,-0.011
963,51.407,-0.192,51.478,-0.011
964,51.487,0.0663,51.489,0.064
965,51.493,-0.103,51.589,-0.108
966,51.485,-0.099,51.487,-0.097
967,51.493,-0.173,51.533,-0.139
968,51.521,-0.077,51.547,-0.042
969,51.513,0.0059,51.546,-0.029
970,51.436,-0.053,51.476,-0.037
971,51.504,-0.097,51.506,-0.042
972,51.496,-0.095,51.487,-0.097
973,51.518,0.0511,40.718,-74.08
974,51.602,-0.334,51.52,-0.119
975,51.545,-0.141,51.609,-0.176
976,51.868,-0.406,51.405,-0.3
977,51.539,-0.116,51.537,-0.09
978,51.567,-0.1,51.531,-0.038
979,51.535,-0.056,51.546,-0.029
980,51.546,-0.293,51.511,-0.319
981,51.532,-0.096,51.509,0.0297
982,51.547,-0.071,51.577,-0.236
983,51.484,0.0968,51.889,0.2615
984,51.489,-0.255,51.509,-0.145
985,51.446,-0.187,51.555,-0.057
986,51.55,-0.138,51.525,-0.083
987,51.577,0.0855,51.551,-0.17
988,51.55,0.091,51.561,-0.205
989,51.481,0.0624,51.487,-0.097
990,51.521,-0.135,51.519,-0.048
991,51.521,-0.135,51.509,-0.145
992,51.442,-0.058,51.465,-0.038
993,51.55,0.091,51.561,-0.205
994,51.521,0.5569,52.564,-1.819
995,51.443,-0.124,51.514,-0.014
996,51.491,-0.098,51.509,-0.145
997,51.523,-0.076,51.498,-0.021
998,51.523,-0.076,51.498,-0.021
999,51.583,-0.029,51.527,-0.035
1000,51.587,-0.058,51.589,-0.108
1001,51.511,-0.308,51.486,-0.224
1002,51.589,-0.039,51.566,-0.056
1003,51.613,-0.122,51.487,-0.147
1004,51.464,-0.113,51.513,-0.228
1005,51.464,-0.113,51.513,-0.228
1006,51.464,-0.113,51.513,-0.228
1007,52.052,1.1636,51.519,-0.042
1008,51.535,-0.421,51.592,-0.239
1009,51.474,-0.161,51.61,-0.158
1010,51.511,-0.08,51.498,-0.021
1011,51.52,0.0155,51.532,-0.096
1012,51.487,0.0215,51.544,0.0623
1013,51.504,-0.327,40.71,-74
1014,51.504,-0.327,40.71,-74
1015,51.467,-0.17,51.571,-0.123
1016,51.519,0.2019,51.534,-0.064
1017,51.535,-0.276,51.487,-0.097
1018,51.495,-0.133,52.228,0.1413
1019,51.518,-0.143,51.481,-0.084
1020,51.521,0.5569,51.528,-0.049
1021,51.477,-0.328,51.469,-0.067
1022,51.528,-0.012,51.535,-0.073
1023,51.501,-0.178,52.039,-0.769
1024,51.501,-0.178,52.039,-0.769
1025,51.509,-0.25,51.519,-0.042
1026,51.462,-0.216,51.504,-0.214
1027,51.645,-0.196,51.532,-0.096
1028,51.554,-0.056,42.961,9.4512
1029,51.478,-0.025,50.82,-0.135
1030,51.524,-0.01,51.486,-0.14
1031,51.588,-0.248,51.628,-0.247
1032,52.958,-1.177,51.489,0.064
1033,51.541,-0.132,51.54,-0.095
1034,51.531,-0.038,51.523,-0.045
1035,51.435,-0.132,51.478,-0.096
1036,51.604,-0.072,51.598,-0.071
1037,51.541,-0.354,51.54,-0.094
1038,51.552,0.0569,51.441,-0.128
1039,51.521,0.0584,51.542,0.0168
1040,51.503,0,51.593,-0.063
1041,51.473,-0.1,51.511,-0.139
1042,51.493,-0.048,51.534,-0.064
1043,51.519,-0.135,51.461,-0.203
1044,51.528,-0.07,51.487,-0.097
1045,51.501,-0.112,51.496,-0.104
1046,51.446,-0.187,51.555,-0.057
1047,41.014,28.982,51.57,-0.109
1048,41.014,28.982,51.57,-0.109
1049,51.502,-0.223,51.414,-0.071
1050,51.475,-0.024,51.464,-0.102
1051,51.475,-0.024,51.537,-0.076
1052,51.443,-0.151,51.418,-0.262
1053,51.475,-0.024,51.567,-0.122
1054,51.474,-0.286,51.421,-0.177
1055,51.495,-0.133,51.571,-0.194
1056,51.582,-0.12,51.534,-0.064
1057,51.495,-0.133,51.559,-0.071
1058,51.513,-0.154,51.522,-0.147
1059,51.575,-0.086,51.559,-0.071
1060,50.726,-1.86,51.479,-0.179
1061,51.577,-0.258,51.525,-0.129
1062,51.446,-0.243,51.556,-0.138
1063,51.44,-0.021,51.467,-0.06
1064,51.602,-0.334,51.52,-0.119
1065,51.543,-0.054,51.523,-0.045
1066,51.496,-0.025,51.49,-0.163
1067,51.602,-0.334,51.52,-0.119
1068,34.754,32.422,51.452,0.0157
1069,51.435,-0.132,51.537,-0.182
1070,51.455,-0.181,51.504,-0.105
1071,51.532,-0.201,51.487,-0.097
1072,51.524,-0.081,51.524,-0.034
1073,51.486,-0.107,51.509,-0.017
1074,51.558,-0.359,51.581,-0.112
1075,51.481,0.0624,51.598,-0.102
1076,52.044,-0.744,51.498,-0.021
1077,52.044,-0.744,51.498,-0.021
1078,52.044,-0.744,51.498,-0.021
1079,51.44,-0.021,51.49,-0.163
1080,52.044,-0.744,51.498,-0.021
1081,51.461,-0.007,51.525,-0.082
1082,51.503,-0.082,51.532,-0.096
1083,51.427,-0.579,51.378,-0.28
1084,51.48,-0.053,51.483,-0.054
1085,51.493,-0.173,51.487,-0.085
1086,51.505,-0.1,51.538,-0.142
1087,64.148,-21.88,51.541,-0.064
1088,51.505,-0.1,51.538,-0.142
1089,51.515,-0.072,51.516,-0.132
1090,51.533,0.0306,51.469,-0.067
1091,51.5,-0.02,51.506,-0.063
1092,51.53,-0.029,51.551,-0.17
1093,51.405,-0.165,51.519,-0.125
1094,52.017,0.2438,51.503,0
1095,51.524,0.0197,51.486,0.0657
1096,51.535,0.1312,51.538,-0.074
1097,51.547,-0.098,51.509,-0.145
1098,51.547,-0.098,51.509,-0.145
1099,51.616,-0.022,51.487,-0.097
1100,51.775,-0.322,51.487,-0.097
1101,51.571,-0.113,51.519,-0.099
1102,51.446,-0.243,51.462,-0.216
1103,51.59,-0.139,51.523,-0.045
1104,51.647,-0.527,51.509,-0.145
1105,51.454,-0.12,51.558,-0.059
1106,50.165,-5.104,51.521,-0.087
1107,50.165,-5.104,51.521,-0.087
1108,51.59,-0.139,51.523,-0.045
1109,51.647,-0.527,51.538,-0.142
1110,51.505,0.0747,50.991,-3.097
1111,51.525,-0.129,51.529,-0.046
1112,51.566,0.0164,51.498,-0.021
1113,51.566,0.0164,51.498,-0.021
1114,51.58,-0.1,51.487,-0.097
1115,51.506,-0.253,51.508,-0.251
1116,51.511,-0.079,51.511,-0.08
1117,51.543,-0.183,51.565,-0.279
1118,51.572,-0.091,51.513,-0.115
1119,51.5,-0.02,51.506,-0.063
1120,51.537,-0.288,51.513,-0.312
1121,51.746,-1.237,51.531,-0.089
1122,51.504,-0.114,51.524,-0.132
1123,51.516,-0.108,51.465,-0.038
1124,52.245,0.4059,51.554,-0.114
1125,51.477,-0.328,51.519,-0.042
1126,51.477,-0.328,51.518,-0.071
1127,51.484,0.0958,51.475,0.0464
1128,51.563,-0.092,51.62,-0.079
1129,51.515,-0.174,51.492,-0.138
1130,51.519,-0.048,51.518,-0.071
1131,53.838,-1.865,51.43,-0.093
1132,51.571,-0.113,51.519,-0.099
1133,51.571,-0.113,51.523,-0.045
1134,51.568,-0.132,51.537,-0.206
1135,51.484,0.0958,51.471,0.0657
1136,51.525,-0.058,51.61,-0.158
1137,53.838,-1.865,51.43,-0.093
1138,53.838,-1.865,51.43,-0.093
1139,53.838,-1.865,51.43,-0.093
1140,53.838,-1.865,51.43,-0.093
1141,51.524,0.0197,51.486,0.0657
1142,52.052,1.1636,51.551,-0.041
1143,51.501,-0.191,51.51,-0.136
1144,51.375,-0.093,51.52,-0.096
1145,51.493,-0.173,51.533,-0.139
1146,51.5,-0.07,51.516,-0.072
1147,51.767,-0.423,51.536,-0.066
1148,51.536,-0.197,51.519,-0.099
1149,51.593,-0.005,51.535,-0.073
1150,51.451,-0.059,51.452,0.0157
1151,51.536,-0.142,51.464,-0.214
1152,51.536,-0.142,51.464,-0.214
1153,51.496,0.1251,51.519,-0.042
1154,51.524,-0.081,51.633,-0.102
1155,51.375,-0.093,51.52,-0.096
1156,51.493,-0.128,51.487,-0.097
1157,51.506,-0.132,51.487,-0.092
1158,51.515,0.0193,51.536,-0.062
1159,51.506,-0.132,51.567,-0.129
1160,51.53,-0.146,51.509,-0.145
1161,51.48,-0.019,51.523,-0.045
1162,51.544,-0.162,51.551,-0.208
1163,51.43,-0.1,51.429,-0.101
1164,51.47,-0.067,51.487,-0.085
1165,51.533,-0.095,51.52,-0.096
1166,51.428,-0.013,51.46,-0.036
1167,51.529,-0.124,51.561,-0.205
1168,51.532,0.0129,51.509,-0.145
1169,51.428,-0.013,51.46,-0.036
1170,51.501,-0.112,51.787,-0.786
1171,51.532,-0.096,51.509,0.0297
1172,51.428,-0.013,51.46,-0.036
1173,52.129,-0.476,51.532,-0.096
1174,51.567,-0.115,51.57,-0.109
1175,51.53,-0.029,51.522,-0.083
1176,51.567,-0.115,51.57,-0.109
1177,51.466,-0.061,51.532,-0.096
1178,51.547,-0.117,51.594,-0.142
1179,51.58,0.0295,51.527,-0.035
1180,51.58,0.0295,51.527,-0.035
1181,51.515,-0.175,51.463,-0.107
1182,51.516,-0.301,51.541,-0.088
1183,51.475,-0.036,51.53,-0.063
1184,51.541,-0.132,51.54,-0.095
1185,51.537,-0.057,51.523,-0.124
1186,51.427,-0.129,51.62,-0.079
1187,51.475,0.032,51.57,-0.109
1188,51.571,-0.194,51.529,-0.112
1189,51.523,-0.11,51.528,-0.188
1190,51.433,-0.166,51.519,-0.125
1191,51.536,-0.197,51.526,-0.21
1192,51.606,0.0283,51.543,-0.122
1193,51.487,-0.328,50.991,-3.097
1194,51.433,-0.166,51.519,-0.125
1195,51.451,-0.14,51.463,-0.107
1196,51.453,-0.104,51.526,-0.021
1197,51.453,-0.104,51.526,-0.021
1198,51.453,-0.104,51.526,-0.021
1199,51.606,0.0283,51.546,-0.029
1200,51.477,-0.24,51.461,-0.203
1201,51.522,-0.123,51.509,-0.145
1202,51.59,-0.019,51.537,-0.103
1203,51.607,-0.191,51.51,-0.136
1204,51.545,-0.067,50.991,-3.097
1205,51.44,-0.125,51.463,-0.107
1206,51.522,-0.224,51.541,-0.132
1207,51.988,-0.989,51.512,-0.032
1208,51.552,-0.073,51.52,-0.101
1209,51.487,-0.328,52.039,-0.769
1210,51.567,-0.2,51.51,-0.039
1211,51.647,-0.527,51.509,-0.145
1212,51.498,-0.082,51.525,-0.082
1213,51.498,-0.082,51.525,-0.082
1214,51.589,-0.039,51.378,-0.28
1215,51.554,-0.056,57.138,-2.22
1216,51.492,0.0132,51.494,0.0552
1217,51.56,-0.056,42.955,9.4486
1218,51.583,-0.226,51.397,-2.39
1219,51.583,-0.226,51.556,0.0159
1220,51.605,-0.073,51.596,-0.067
1221,51.498,-0.082,51.509,-0.145
1222,51.524,-0.081,51.633,-0.102
1223,51.453,-0.104,51.487,-0.097
1224,51.552,-0.073,51.521,-0.087
1225,51.512,-0.136,51.536,-0.071
1226,51.512,-0.136,51.536,-0.071
1227,51.569,-0.112,42.961,9.4512
1228,51.647,-0.256,51.502,-0.19
1229,51.512,-0.136,51.536,-0.071
1230,51.652,-0.438,51.499,-0.088
1231,51.563,-0.068,51.508,-0.142
1232,51.542,-0.147,51.537,-0.206
1233,51.52,0.0645,51.495,-0.133
1234,51.532,-0.03,51.504,-0.058
1235,51.489,-0.104,51.541,-0.088
1236,51.48,-0.009,51.476,-0.026
1237,51.52,-0.072,51.509,-0.145
1238,51.537,-0.288,51.516,-0.132
1239,51.513,0.0059,51.532,-0.096
1240,51.509,-0.13,51.532,-0.096
1241,51.455,-0.115,51.177,-0.34
1242,51.525,-0.077,51.62,-0.079
1243,51.566,-0.108,51.538,-0.142
1244,51.566,-0.108,51.538,-0.142
1245,51.427,-0.129,51.519,-0.042
1246,52.405,-1.5,53.48,-2.255
1247,51.536,-0.29,51.553,0.056
1248,51.427,-0.129,51.519,-0.042
1249,51.445,-0.137,51.444,-0.106
1250,51.537,-0.16,51.538,-0.084
1251,51.499,-0.088,51.579,-0.003
1252,51.525,-0.082,51.487,-0.147
1253,51.483,-0.053,51.476,-0.026
1254,51.536,-0.29,51.538,-0.142
1255,51.536,-0.29,51.486,-0.224
1256,51.527,-0.022,51.486,0.0657
1257,51.536,-0.29,51.486,-0.224
1258,51.536,-0.29,51.486,-0.224
1259,51.5,-0.105,51.515,-0.175
1260,51.537,-0.288,51.469,0.1573
1261,51.532,-0.08,51.593,-0.063
1262,51.767,0.0943,51.533,-0.139
1263,51.607,-0.191,51.525,-0.135
1264,51.52,-0.017,51.513,-0.014
